Throughput on Video Test,Bandwidth (kB/s)
tiago_ext4,10844.16
tiago_ext4,10844.16
tiago_ext4,10844.16
tiago_sealfs,10844.16
tiago_sealfs,10844.16
tiago_sealfs,10844.16
tiago_sealfs,10844.16
tiago_sealfs,10844.16
tiago_sealfs,10844.16
tiago_ext4,10854.4
tiago_ext4,10854.4
tiago_ext4,10854.4
tiago_ext4,10854.4
tiago_sealfs,10854.4
tiago_sealfs,10854.4
tiago_sealfs,10854.4
tiago_sealfs,10854.4
tiago_sealfs,10854.4
tiago_sealfs,10854.4
tiago_sealfs,10854.4
tiago_sealfs,10854.4
tiago_sealfs,10854.4
tiago_sealfs,10854.4
tiago_sealfs,10854.4
tiago_sealfs,10854.4
tiago_sealfs,10854.4
tiago_sealfs,10854.4
tiago_sealfs,10854.4
tiago_sealfs,10854.4
tiago_sealfs,10854.4
tiago_ext4,10864.64
tiago_ext4,10864.64
tiago_ext4,10864.64
tiago_ext4,10864.64
tiago_ext4,10864.64
tiago_ext4,10864.64
tiago_sealfs,10864.64
tiago_sealfs,10864.64
tiago_sealfs,10864.64
tiago_sealfs,10864.64
tiago_sealfs,10864.64
tiago_sealfs,10864.64
tiago_sealfs,10864.64
tiago_sealfs,10864.64
tiago_sealfs,10864.64
tiago_sealfs,10864.64
tiago_sealfs,10864.64
tiago_sealfs,10864.64
tiago_ext4,10874.88
tiago_ext4,10874.88
tiago_ext4,10874.88
tiago_ext4,10874.88
tiago_ext4,10874.88
tiago_ext4,10874.88
tiago_ext4,10874.88
tiago_ext4,10874.88
tiago_sealfs,10874.88
tiago_sealfs,10874.88
tiago_sealfs,10874.88
tiago_sealfs,10874.88
tiago_sealfs,10874.88
tiago_sealfs,10874.88
tiago_sealfs,10874.88
tiago_sealfs,10874.88
tiago_sealfs,10874.88
tiago_sealfs,10874.88
tiago_sealfs,10874.88
tiago_sealfs,10874.88
tiago_sealfs,10874.88
tiago_sealfs,10874.88
tiago_sealfs,10874.88
tiago_sealfs,10874.88
tiago_sealfs,10874.88
tiago_sealfs,10874.88
tiago_ext4,10885.12
tiago_ext4,10885.12
tiago_sealfs,10885.12
tiago_sealfs,10885.12
tiago_sealfs,10885.12
tiago_sealfs,10885.12
tiago_sealfs,10885.12
tiago_sealfs,10885.12
tiago_sealfs,10885.12
tiago_sealfs,10885.12
tiago_sealfs,10885.12
tiago_sealfs,10885.12
tiago_ext4,10895.36
tiago_ext4,10895.36
tiago_ext4,10895.36
tiago_sealfs,10895.36
tiago_sealfs,10895.36
tiago_sealfs,10895.36
tiago_sealfs,10895.36
tiago_sealfs,10895.36
tiago_sealfs,10895.36
tiago_sealfs,10895.36
tiago_sealfs,10895.36
tiago_sealfs,10895.36
tiago_ext4,10905.6
tiago_sealfs,10905.6
tiago_sealfs,10905.6
tiago_sealfs,10905.6
tiago_sealfs,10905.6
tiago_sealfs,10905.6
tiago_sealfs,10905.6
tiago_ext4,10915.84
tiago_sealfs,10915.84
tiago_ext4,10926.08
tiago_ext4,10926.08
tiago_sealfs,10926.08
tiago_ext4,10936.32
tiago_sealfs,10936.32
tiago_sealfs,10936.32
tiago_sealfs,10936.32
tiago_sealfs,10936.32
tiago_sealfs,10936.32
tiago_ext4,10946.56
tiago_ext4,10946.56
tiago_sealfs,10946.56
tiago_sealfs,10946.56
tiago_sealfs,10946.56
tiago_ext4,10956.8
tiago_ext4,10967.04
tiago_ext4,10977.28
tiago_sealfs,10977.28
tiago_sealfs,10977.28
tiago_ext4,10987.52
tiago_ext4,10987.52
tiago_ext4,10997.76
tiago_sealfs,10997.76
tiago_ext4,11008
tiago_ext4,11008
tiago_ext4,11008
tiago_sealfs,11008
tiago_ext4,11028.48
tiago_sealfs,11028.48
tiago_sealfs,11028.48
tiago_sealfs,11028.48
tiago_sealfs,11028.48
tiago_sealfs,11038.72
tiago_ext4,11048.96
tiago_sealfs,11048.96
tiago_sealfs,11048.96
tiago_ext4,11059.2
tiago_ext4,11079.68
tiago_ext4,11079.68
tiago_ext4,11089.92
tiago_sealfs,11264
tiago_ext4,11407.36
tiago_ext4,11530.24
tiago_sealfs,11601.92
tiago_ext4,11653.12
tiago_ext4,11663.36
tiago_sealfs,11704.32
tiago_sealfs,11714.56
tiago_sealfs,11714.56
tiago_ext4,11735.04
tiago_ext4,11796.48
tiago_ext4,11796.48
tiago_sealfs,11796.48
tiago_ext4,11816.96
tiago_ext4,11847.68
tiago_ext4,11857.92
tiago_ext4,11868.16
tiago_ext4,11878.4
tiago_ext4,11888.64
tiago_ext4,11898.88
tiago_ext4,11898.88
tiago_ext4,11898.88
tiago_ext4,11909.12
tiago_ext4,11909.12
tiago_sealfs,11909.12
tiago_ext4,11919.36
tiago_sealfs,11919.36
tiago_ext4,11929.6
tiago_ext4,11929.6
tiago_ext4,11929.6
tiago_ext4,11929.6
tiago_sealfs,11929.6
tiago_ext4,11950.08
tiago_sealfs,11950.08
tiago_sealfs,11950.08
tiago_ext4,11970.56
tiago_sealfs,12011.52
tiago_ext4,12093.44
tiago_sealfs,12144.64
tiago_ext4,12165.12
tiago_ext4,12175.36
tiago_sealfs,12206.08
tiago_sealfs,12216.32
tiago_ext4,12236.8
tiago_sealfs,12277.76
tiago_ext4,12318.72
tiago_ext4,12339.2
tiago_ext4,12359.68
tiago_ext4,12369.92
tiago_sealfs,12380.16
tiago_ext4,12390.4
tiago_ext4,12441.6
tiago_ext4,12472.32
tiago_ext4,12482.56
tiago_sealfs,12503.04
tiago_ext4,12533.76
tiago_ext4,12615.68
tiago_sealfs,12615.68
tiago_ext4,12636.16
tiago_sealfs,12646.4
tiago_ext4,12656.64
tiago_ext4,12656.64
tiago_ext4,12666.88
tiago_ext4,12666.88
tiago_sealfs,12666.88
tiago_ext4,12677.12
tiago_ext4,12687.36
tiago_ext4,12707.84
tiago_ext4,12707.84
tiago_ext4,12707.84
tiago_ext4,12718.08
tiago_ext4,12738.56
tiago_ext4,12748.8
tiago_ext4,12759.04
tiago_ext4,12769.28
tiago_ext4,12769.28
tiago_ext4,12769.28
tiago_ext4,12769.28
tiago_ext4,12769.28
tiago_ext4,12769.28
tiago_ext4,12779.52
tiago_ext4,12779.52
tiago_ext4,12789.76
tiago_ext4,12789.76
tiago_sealfs,12789.76
tiago_ext4,12800
tiago_ext4,12800
tiago_ext4,12800
tiago_ext4,12800
tiago_ext4,12800
tiago_ext4,12800
tiago_sealfs,12800
tiago_ext4,12810.24
tiago_ext4,12810.24
tiago_ext4,12820.48
tiago_ext4,12820.48
tiago_ext4,12820.48
tiago_ext4,12830.72
tiago_ext4,12830.72
tiago_sealfs,12840.96
tiago_ext4,12851.2
tiago_ext4,12851.2
tiago_ext4,12861.44
tiago_ext4,12871.68
tiago_ext4,12871.68
tiago_ext4,12871.68
tiago_ext4,12871.68
tiago_ext4,12871.68
tiago_ext4,12881.92
tiago_ext4,12881.92
tiago_ext4,12881.92
tiago_ext4,12881.92
tiago_ext4,12881.92
tiago_sealfs,12892.16
tiago_sealfs,12892.16
tiago_ext4,12902.4
tiago_sealfs,12902.4
tiago_ext4,12912.64
tiago_ext4,12912.64
tiago_ext4,12922.88
tiago_ext4,12922.88
tiago_ext4,12922.88
tiago_ext4,12933.12
tiago_ext4,12933.12
tiago_ext4,12933.12
tiago_ext4,12943.36
tiago_ext4,12943.36
tiago_ext4,12953.6
tiago_ext4,12953.6
tiago_ext4,12953.6
tiago_ext4,12963.84
tiago_ext4,12963.84
tiago_sealfs,12984.32
tiago_ext4,12994.56
tiago_ext4,13004.8
tiago_sealfs,13004.8
tiago_ext4,13025.28
tiago_sealfs,13035.52
tiago_ext4,13076.48
tiago_sealfs,13076.48
tiago_sealfs,13076.48
tiago_ext4,13086.72
tiago_ext4,13117.44
tiago_sealfs,13117.44
tiago_ext4,13137.92
tiago_sealfs,13178.88
